-3.08389358, 5.70067218, 0
-8.80258525, -5.07389013, 1
-1.68452735, 5.22511143, 0
-1.44683075, 4.51471432, 0
-3.36067232, 3.22371079, 0
-1.3177884, 4.37329334, 0
-10.49459528, -5.36505968, 1
-10.12004939, -4.48496674, 1
-0.07954231, 4.41327386, 0
-9.29010289, -3.07188421, 1
-1.62563111, 4.67140983, 0
-9.77920725, -4.80482101, 1
-1.29621199, 3.42676968, 0
-0.16367514, 5.08194368, 0
-11.08771697, -6.05843989, 1
-9.69288975, -4.07408355, 1
-0.54560716, 3.52863833, 0
-1.11282964, 3.92910821, 0
-9.09147567, -3.94791227, 1
-2.66080003, 5.25562111, 0
-11.01396112, -4.26191722, 1
-9.30039266, -2.75471331, 1
-0.70046592, 5.06905752, 0
-1.75754279, 4.238664, 0
-10.5859607, -5.30431914, 1
-12.43532654, -3.8997245, 1
-0.02786839, 5.26738111, 0
-9.64236756, -3.4089162, 1
-0.50429815, 4.75254762, 0
-10.9336518, -4.31846067, 1
-1.22790789, 1.59925743, 0
-3.41031749, 5.09375607, 0
-0.69981299, 6.03639039, 0
-9.74908952, -3.20843815, 1
-3.38876425, 4.13160064, 0
-10.44610098, -2.92584497, 1
-10.48006855, -4.48754547, 1
-8.56134266, -5.6334882, 1
-8.85129073, -5.5374513, 1
-10.95970004, -4.25689214, 1
-2.84798451, 5.27483025, 0
-9.48799858, -4.71111301, 1
-1.05472096, 2.90537544, 0
-1.60136614, 5.32056288, 0
-1.06043372, 4.36025006, 0
-11.86673854, -2.38800912, 1
-0.82674116, 5.02327043, 0
-9.87250046, -3.88521372, 1
-0.48913434, 4.06713869, 0
-10.35978762, -4.48429963, 1
-10.24910158, -3.45302522, 1
-10.19532227, -4.41687766, 1
0.20946167, 5.39675389, 0
-2.2462197, 5.26753611, 0
-2.14319157, 4.96913819, 0
-9.63166639, -4.40031311, 1
-0.60219959, 5.57137278, 0
-1.16879852, 4.90013911, 0
-9.05059095, -4.11465356, 1
-0.42780774, 3.80029239, 0
0.2192183, 3.04081967, 0
-10.76897275, -4.68101178, 1
-12.33838514, -3.48342283, 1
-9.98624563, -6.03119628, 1
-2.05363878, 4.71387239, 0
-1.34140571, 4.38725823, 0
-2.02870804, 4.58714699, 0
-9.885027, -1.8895538, 1
-8.84829714, -1.99900573, 1
-11.77490659, -4.38806629, 1
-10.01730062, -5.91403022, 1
-9.62132009, -3.88384111, 1
-0.86354209, 5.51023789, 0
-3.2792056, 6.41163039, 0
-9.5268844, -3.69547102, 1
-1.30489942, 3.61042462, 0
-9.19127387, -3.56548807, 1
-8.64628704, -2.67136591, 1
-10.98987302, -3.63520198, 1
-11.0522201, -4.32522819, 1
-9.28515117, -4.12081697, 1
-1.50124088, 4.41919464, 0
-9.40005018, -2.34802492, 1
-1.58539447, 4.25315064, 0
-10.27419743, -3.42380497, 1
-11.58494158, -4.34779611, 1
-10.47956733, -4.16347204, 1
-10.53409381, -3.74524666, 1
-2.81180823, 3.82009561, 0
-0.33686592, 4.60066489, 0
-10.82936318, -4.40575748, 1
-10.77770851, -3.80740817, 1
-1.22679397, 3.73201969, 0
-10.18337665, -1.09539461, 1
-10.5525167, -2.54044076, 1
-1.23211347, 5.95202326, 0
-2.67456272, 5.47803913, 0
-11.47924948, -1.4770813, 1
-8.70561228, -3.90998873, 1
-8.88320941, -5.88719429, 1
-2.32240775, 4.8204564, 0
-1.95010962, 6.02513785, 0
-10.73178375, -3.69829731, 1
-9.60047215, -4.22023934, 1
-10.14651147, -3.03264787, 1
-8.41034673, -3.88634148, 1
-1.30202814, 5.34246478, 0
-8.16811302, -5.45807875, 1
-2.38533423, 4.61088959, 0
-2.06517008, 5.89884191, 0
-9.60086846, -3.61915626, 1
-8.72450333, -5.11690747, 1
-2.44829114, 4.6706745, 0
-9.06803988, -4.37180509, 1
0.05562739, 3.23291672, 0
-11.60433832, -4.8274919, 1
-11.13793474, -4.82902279, 1
-9.35584558, -4.34841725, 1
-1.12839611, 4.41049071, 0
-2.68144585, 5.20101811, 0
-10.99366262, -4.76929324, 1
-10.94985938, -4.36287977, 1
-9.97605811, -3.38632466, 1
-10.40664564, -2.66814078, 1
-11.05343344, -4.41695857, 1
-0.27327433, 4.44766885, 0
-9.36984173, -4.72660332, 1
-7.88399193, -3.2392022, 1
-2.85141944, 3.23756188, 0
-8.80415622, -4.08872729, 1
-10.14923629, -3.84596497, 1
-8.75202525, -4.3083403, 1
-1.35597015, 3.60570283, 0
-10.90958061, -3.61179975, 1
-1.2740441, 3.44458001, 0
-9.70762984, -4.29744569, 1
-0.59132152, 2.51270782, 0
-10.42146317, -4.77056829, 1
-10.89058114, -4.53281451, 1
-9.28677693, -2.93474917, 1
-0.99296999, 2.87073766, 0
-1.38148012, 4.37399933, 0
-10.11678142, -3.93817154, 1
-9.53935684, -3.36880721, 1
-1.22523438, 3.65495853, 0
-1.15194907, 5.3756149, 0
-9.12373439, -4.27509699, 1
-10.25323976, -4.29497629, 1
-10.19284431, -5.30008833, 1
-10.34274412, -3.67166978, 1
-11.89756729, -5.63704375, 1
-9.49968849, -5.37417665, 1
0.02145446, 3.75965002, 0
-11.11413742, -2.91256145, 1
-2.36679599, 5.45162666, 0
-10.73050135, -4.82964579, 1
-9.58737805, -4.06239886, 1
-1.76605997, 3.32763093, 0
-2.66108739, 4.53902077, 0
-9.05752799, -5.65483237, 1
-10.71238933, -4.18172243, 1
-9.12286014, -4.56529186, 1
-1.67737746, 3.80635107, 0
-10.85792019, -2.95493868, 1
-3.49363345, 4.24051385, 0
-10.87787715, -1.9925911, 1
-11.21124742, -2.80767602, 1
-3.05958279, 3.10542379, 0
-2.10767171, 3.79569487, 0
-1.14300744, 4.14909487, 0
-8.30325854, -3.11512221, 1
-2.54366545, 3.10459504, 0
-5.31600001, 3.16348093, 0
-9.12365572, -1.96007264, 1
-10.33128482, -3.50344368, 1
-10.12349204, -5.18168691, 1
0.26671189, 5.22430255, 0
-11.65507119, -4.48056274, 1
-2.32604546, 4.35539027, 0
-2.52087627, 5.08120139, 0
-0.59057393, 4.19673693, 0
0.08147882, 5.11905181, 0
-10.12180608, -5.2646427, 1
-11.28856984, -5.3764033, 1
-10.98573706, -4.13785282, 1
-10.09145416, -4.97146529, 1
-1.38767256, 3.71265526, 0
-1.93132871, 5.42613589, 0
-10.31560349, -4.53385566, 1
-1.35821614, 4.74975108, 0
-10.62025006, -3.95503566, 1
-9.67434927, -3.12090846, 1
-0.33950256, 4.31745464, 0
-8.42304639, -3.68445069, 1
-1.35681751, 5.4060326, 0
-11.1900745, -4.75967506, 1
-9.45705759, -4.10009251, 1
-2.77299601, 4.33907984, 0
-11.55366794, -3.96062777, 1
-10.73611928, -1.71063203, 1
-0.45494743, 5.88160674, 0
0.38391007, 4.74956469, 0
-8.61236457, -4.94417394, 1
-1.79435304, 5.45570816, 0
-10.89359397, -2.67365717, 1
-10.13562034, -3.74132262, 1
-8.78138117, -5.31795994, 1
-2.6820832, 1.92680959, 0
-2.02003765, 4.94022023, 0
-10.38176984, -3.68804756, 1
-10.33594834, -5.08734916, 1
-9.32913009, -5.7503156, 1
-9.42102192, -4.31417137, 1
-9.33667571, -2.85519356, 1
-12.15653765, -3.89856981, 1
-1.89490419, 3.71103904, 0
1.57878329, 3.35211483, 0
-2.26324119, 4.72077776, 0
-2.89641328, 5.2823288, 0
-9.07193382, -3.8021823, 1
-9.54121374, -3.65165642, 1
-2.12146087, 6.0744413, 0
-2.61369581, 4.53980112, 0
-12.04964319, -4.84656322, 1
-9.10671652, -4.81386235, 1
-10.66476634, -3.78166556, 1
-9.76562522, -3.80912881, 1
-12.54526862, -3.17462486, 1
-1.47334821, 5.26477587, 0
-10.69851597, -4.24313032, 1
-1.58739673, 4.83996321, 0
-9.61822766, -4.2720188, 1
0.33879023, 5.97040587, 0
-9.84265898, -4.99513815, 1
-3.14321438, 4.17020478, 0
-8.65982811, -3.91572687, 1
-10.1353491, -5.04387194, 1
-10.34893186, -3.55449072, 1
-1.40679109, 5.78439452, 0
-0.99853962, 6.19864808, 0
-9.6541134, -5.15567322, 1
-1.58311844, 3.99399322, 0
-1.91773379, 4.77538824, 0
-2.64678311, 5.56052998, 0
-2.90545874, 4.35417075, 0
-2.01440743, 4.80504272, 0
-10.04979208, -3.31733069, 1
-8.64897814, -2.42905218, 1
